pop,LGA_CODE_2016,sex,Ed,pop_pct
3158,LGA17750,P,Y11,6.65360386
133,LGA17850,P,Y11,5.367231638
344,LGA17900,P,Y11,7.232968881
104,LGA17950,P,Y11,4.995196926
415,LGA18020,P,Y11,5.609624223
1529,LGA18050,P,Y11,2.802008503
174,LGA18100,P,Y11,5.880364988
777,LGA18200,P,Y11,14.66591166
2319,LGA18230,P,Y11,6.099100521
1463,LGA18250,P,Y11,2.552070614
2249,LGA18350,P,Y11,5.982974195
2230,LGA18400,P,Y11,6.191692581
8487,LGA18450,P,Y11,5.299274448
1150,LGA18500,P,Y11,2.614765467
701,LGA18710,P,Y11,5.795783382
83,LGA19399,P,Y11,9.662398137
614,LGA19499,P,Y11,5.356831269
25,LGA19799,P,Y11,6.775067751
1621,LGA20110,P,Y11,16.29145729
1519,LGA20260,P,Y11,16.05029586
11142,LGA20570,P,Y11,14.20340107
9693,LGA20660,P,Y11,10.15005707
4136,LGA20740,P,Y11,15.62523612
6042,LGA20830,P,Y11,16.15594417
6426,LGA20910,P,Y11,8.634891627
1940,LGA21010,P,Y11,17.29517696
7645,LGA21110,P,Y11,5.85482784
12458,LGA21180,P,Y11,8.244543565
871,LGA21270,P,Y11,17.62087801
4963,LGA21370,P,Y11,17.08904345
10416,LGA21450,P,Y11,15.15341083
24976,LGA21610,P,Y11,11.42214275
1591,LGA21670,P,Y11,15.04065041
2821,LGA21750,P,Y11,17.0278264
2258,LGA21830,P,Y11,18.07556836
7925,LGA21890,P,Y11,6.632853759
5648,LGA22110,P,Y11,15.46126471
14811,LGA22170,P,Y11,14.17564748
1519,LGA22250,P,Y11,17.9699515
7416,LGA22310,P,Y11,6.736184282
2870,LGA22410,P,Y11,18.30940989
2847,LGA22490,P,Y11,17.94629349
12234,LGA22620,P,Y11,14.3549428
8491,LGA22670,P,Y11,7.134994328
26493,LGA22750,P,Y11,14.50598188
7292,LGA22830,P,Y11,15.04808288
1779,LGA22910,P,Y11,14.14149444
783,LGA22980,P,Y11,16.90049644
6908,LGA23110,P,Y11,9.929139178
2986,LGA23190,P,Y11,19.65249441
15651,LGA23270,P,Y11,10.76958012
1880,LGA23350,P,Y11,15.04481434
12694,LGA23430,P,Y11,10.6221497
15371,LGA23670,P,Y11,12.72496978
9709,LGA23810,P,Y11,16.88140073
983,LGA23940,P,Y11,16.22379931
5093,LGA24130,P,Y11,14.63463694
7829,LGA24210,P,Y11,8.456013393
1105,LGA24250,P,Y11,16.49992534
4005,LGA24330,P,Y11,5.973867128
11180,LGA24410,P,Y11,13.06853382
5023,LGA24600,P,Y11,4.001051441
11142,LGA24650,P,Y11,11.50569502
5994,LGA24780,P,Y11,14.40865385
4690,LGA24850,P,Y11,15.25749048
3704,LGA24900,P,Y11,16.11415644
10037,LGA24970,P,Y11,6.819679705
8214,LGA25060,P,Y11,8.817467474
3902,LGA25150,P,Y11,16.17342286
8897,LGA25250,P,Y11,6.716744678
17912,LGA25340,P,Y11,14.59559003
2052,LGA25430,P,Y11,13.359375
2220,LGA25490,P,Y11,17.70476115
1704,LGA25620,P,Y11,15.2688172
6261,LGA25710,P,Y11,13.53817545
1535,LGA25810,P,Y11,16.48941884
5299,LGA25900,P,Y11,6.061680661
892,LGA25990,P,Y11,15.13146735
345,LGA26080,P,Y11,14.22680412
4037,LGA26170,P,Y11,17.87469559
2211,LGA26260,P,Y11,17.59369778
4620,LGA26350,P,Y11,5.232992773
1291,LGA26430,P,Y11,15.26365571
3382,LGA26490,P,Y11,15.22257731
2342,LGA26610,P,Y11,14.75740391
814,LGA26670,P,Y11,16.96540225
3633,LGA26700,P,Y11,16.36707663
4307,LGA26730,P,Y11,16.42138173
5650,LGA26810,P,Y11,16.71300952
616,LGA26890,P,Y11,19.92238034
10356,LGA26980,P,Y11,8.059833916
15019,LGA27070,P,Y11,10.11285131
4323,LGA27170,P,Y11,14.54086781
15126,LGA27260,P,Y11,9.727206081
3512,LGA27350,P,Y11,4.649808023
17981,LGA27450,P,Y11,15.62057492
1020,LGA27630,P,Y11,19.01211556
57,LGA29399,P,Y11,7.734056988
610,LGA29499,P,Y11,9.038376056
4,LGA29799,P,Y11,13.33333333
59,LGA30250,P,Y11,6.719817768
241,LGA30300,P,Y11,7.228554289
781,LGA30370,P,Y11,7.231481481
124,LGA30410,P,Y11,5.545617174
23,LGA30450,P,Y11,10.17699115
94,LGA30760,P,Y11,6.103896104
16,LGA30900,P,Y11,4.651162791
39468,LGA31000,P,Y11,4.391891892
26,LGA31750,P,Y11,8.996539792
5337,LGA31820,P,Y11,7.247124642
998,LGA31900,P,Y11,7.394235756
22,LGA31950,P,Y11,8
9808,LGA32080,P,Y11,8.19457093
125,LGA32250,P,Y11,8.245382586
1861,LGA32260,P,Y11,8.213434549
1556,LGA32270,P,Y11,7.655973234
625,LGA32310,P,Y11,7.099852323
117,LGA32330,P,Y11,15.49668874
175,LGA32450,P,Y11,7.368421053
265,LGA32500,P,Y11,7.851851852
15,LGA32600,P,Y11,6.726457399
23,LGA32750,P,Y11,9.663865546
103,LGA32770,P,Y11,12.70036991
874,LGA32810,P,Y11,9.164307434
32,LGA33100,P,Y11,4.945904173
86,LGA33200,P,Y11,6.869009585
6110,LGA33220,P,Y11,7.494541619
4207,LGA33360,P,Y11,9.205689278
34087,LGA33430,P,Y11,7.78254447
505,LGA33610,P,Y11,6.260071898
2953,LGA33620,P,Y11,7.567332086
631,LGA33800,P,Y11,7.162315551
92,LGA33830,P,Y11,14.3525741
10489,LGA33960,P,Y11,7.430206776
1098,LGA33980,P,Y11,7.262865458
124,LGA34420,P,Y11,18.42496285
2044,LGA34530,P,Y11,7.2531138
69,LGA34570,P,Y11,14.34511435
1848,LGA34580,P,Y11,6.198846102
17254,LGA34590,P,Y11,7.696699885
178,LGA34710,P,Y11,6.176266482
6999,LGA34770,P,Y11,8.002972958
40,LGA34800,P,Y11,6.106870229
22,LGA34830,P,Y11,9.821428571
561,LGA34860,P,Y11,5.855338691
1157,LGA34880,P,Y11,6.779164469
23942,LGA35010,P,Y11,7.43053465
97,LGA35250,P,Y11,12.56476684
1033,LGA35300,P,Y11,7.551169591
233,LGA35600,P,Y11,7.052058111
114,LGA35670,P,Y11,17.84037559
3544,LGA35740,P,Y11,8.419052144
469,LGA35760,P,Y11,5.615421456
261,LGA35780,P,Y11,15.68509615
215,LGA35790,P,Y11,13.38729763
90,LGA35800,P,Y11,6.901840491
71,LGA36070,P,Y11,13.003663
40,LGA36150,P,Y11,6.319115324
8237,LGA36250,P,Y11,7.204898316
37,LGA36300,P,Y11,5.873015873
3958,LGA36370,P,Y11,6.55200384
2211,LGA36510,P,Y11,7.08540298
1371,LGA36580,P,Y11,7.273595416
1752,LGA36630,P,Y11,6.969528204
1807,LGA36660,P,Y11,6.618320331
18437,LGA36720,P,Y11,7.954628803
1363,LGA36820,P,Y11,6.962251622
7370,LGA36910,P,Y11,6.011517317
163,LGA36950,P,Y11,6.53830726
293,LGA36960,P,Y11,10.22330775
10684,LGA37010,P,Y11,7.470858477
244,LGA37300,P,Y11,8.846990573
1606,LGA37310,P,Y11,6.427342218
2297,LGA37340,P,Y11,8.549521718
58,LGA37400,P,Y11,6.23655914
70,LGA37550,P,Y11,11.70568562
33,LGA37570,P,Y11,15.49295775
262,LGA37600,P,Y11,16.49874055
860,LGA39499,P,Y11,7.400395835
15,LGA39799,P,Y11,10.41666667
1339,LGA40070,P,Y11,6.515181004
4904,LGA40120,P,Y11,16.39420988
4318,LGA40220,P,Y11,20.51793775
241,LGA40250,P,Y11,14.51807229
3735,LGA40310,P,Y11,20.44670718
474,LGA40430,P,Y11,22.2953904
1571,LGA40520,P,Y11,19.0147664
3334,LGA40700,P,Y11,9.699755615
5421,LGA40910,P,Y11,13.53287733
499,LGA41010,P,Y11,19.26640927
13287,LGA41060,P,Y11,14.65117048
1575,LGA41140,P,Y11,22.20812183
314,LGA41190,P,Y11,23.53823088
200,LGA41330,P,Y11,13.77410468
2397,LGA41560,P,Y11,20.84710384
156,LGA41750,P,Y11,19.04761905
291,LGA41830,P,Y11,21.78143713
208,LGA41960,P,Y11,19.6969697
3681,LGA42030,P,Y11,20.34376036
668,LGA42110,P,Y11,20.36585366
1435,LGA42250,P,Y11,22.60554505
4299,LGA42600,P,Y11,14.56646224
696,LGA42750,P,Y11,18.33992095
172,LGA43080,P,Y11,20.21151586
173,LGA43220,P,Y11,22.01017812
391,LGA43360,P,Y11,20.32224532
2481,LGA43650,P,Y11,22.79492834
956,LGA43710,P,Y11,22.68628382
1886,LGA43790,P,Y11,20.94624611
1561,LGA43920,P,Y11,22.98969072
5,LGA44000,P,Y11,9.615384615
10939,LGA44060,P,Y11,15.35599978
1454,LGA44210,P,Y11,20.07455474
6602,LGA44340,P,Y11,13.0019497
4691,LGA44550,P,Y11,18.58778777
4363,LGA44620,P,Y11,21.7605985
548,LGA44830,P,Y11,23.36886994
3110,LGA45040,P,Y11,18.86792453
1392,LGA45090,P,Y11,21.80792731
769,LGA45120,P,Y11,21.45647321
3075,LGA45290,P,Y11,10.57791538
25808,LGA45340,P,Y11,19.97198598
154,LGA45400,P,Y11,21.0095498
274,LGA45540,P,Y11,19.71223022
12967,LGA45680,P,Y11,19.81328118
13243,LGA45890,P,Y11,13.67231055
2434,LGA46090,P,Y11,22.53077849
2294,LGA46300,P,Y11,21.23287671
3034,LGA46450,P,Y11,22.37628144
1930,LGA46510,P,Y11,11.75539043
1471,LGA46670,P,Y11,19.54817276
249,LGA46860,P,Y11,21.55844156
605,LGA46970,P,Y11,21.77825774
18517,LGA47140,P,Y11,17.51082783
312,LGA47290,P,Y11,19.27115503
326,LGA47490,P,Y11,20.31152648
1076,LGA47630,P,Y11,21.02794606
14890,LGA47700,P,Y11,19.36583082
865,LGA47800,P,Y11,20.52194543
447,LGA47910,P,Y11,21.23515439
3031,LGA47980,P,Y11,9.953369237
2499,LGA48050,P,Y11,20.25614007
1118,LGA48130,P,Y11,21.48760331
665,LGA48260,P,Y11,10.88557865
2036,LGA48340,P,Y11,22.24407298
6148,LGA48410,P,Y11,12.91081291
3894,LGA48540,P,Y11,23.18823319
203,LGA48640,P,Y11,21.43611404
878,LGA48750,P,Y11,20.39962825
2015,LGA48830,P,Y11,21.84281843
536,LGA49399,P,Y11,17.90845306
345,LGA49499,P,Y11,13.36691205
0,LGA49799,P,Y11,0
3042,LGA50080,P,Y11,10.65349863
6275,LGA50210,P,Y11,10.54728208
1408,LGA50250,P,Y11,12.58491241
1040,LGA50280,P,Y11,9.67171952
1028,LGA50350,P,Y11,8.59675531
3696,LGA50420,P,Y11,7.000265162
2511,LGA50490,P,Y11,7.73925104
149,LGA50560,P,Y11,10.34722222
174,LGA50630,P,Y11,12.36673774
129,LGA50770,P,Y11,9.598214286
388,LGA50840,P,Y11,10.45258621
71,LGA50910,P,Y11,9.090909091
1298,LGA50980,P,Y11,10.88469602
86,LGA51080,P,Y11,10.08206331
72,LGA51120,P,Y11,9.849521204
2699,LGA51190,P,Y11,10.60260842
3142,LGA51260,P,Y11,11.23466943
871,LGA51310,P,Y11,4.340459461
4550,LGA51330,P,Y11,6.415860571
1444,LGA51400,P,Y11,11.92599934
43,LGA51470,P,Y11,9.772727273
474,LGA51540,P,Y11,10.98493627
126,LGA51610,P,Y11,12.05741627
545,LGA51680,P,Y11,13.01026498
300,LGA51750,P,Y11,3.792188093
7086,LGA51820,P,Y11,8.843571375
1086,LGA51890,P,Y11,15.88415972
360,LGA51960,P,Y11,13.49831271
90,LGA52030,P,Y11,10.28571429
106,LGA52100,P,Y11,11.89674523
234,LGA52170,P,Y11,3.921568627
72,LGA52240,P,Y11,8.228571429
76,LGA52310,P,Y11,10.87267525
9,LGA52380,P,Y11,5.590062112
93,LGA52450,P,Y11,8.815165877
96,LGA52520,P,Y11,8.640864086
313,LGA52590,P,Y11,11.80241327
1303,LGA52660,P,Y11,12.41425305
398,LGA52730,P,Y11,8.682373473
682,LGA52800,P,Y11,12.25076343
470,LGA52870,P,Y11,10.12931034
58,LGA52940,P,Y11,11.1969112
53,LGA53010,P,Y11,9.671532847
69,LGA53080,P,Y11,10.68111455
320,LGA53150,P,Y11,5.546888542
1076,LGA53220,P,Y11,12.2036974
1313,LGA53290,P,Y11,12.21736299
247,LGA53360,P,Y11,11.76750834
1507,LGA53430,P,Y11,6.259085434
418,LGA53570,P,Y11,9.942911513
86,LGA53640,P,Y11,9.043112513
79,LGA53710,P,Y11,9.681372549
8134,LGA53780,P,Y11,9.125074322
3745,LGA53800,P,Y11,12.82446408
226,LGA53920,P,Y11,9.687098157
2459,LGA53990,P,Y11,12.51208467
353,LGA54060,P,Y11,12.40773286
87,LGA54130,P,Y11,9.965635739
10966,LGA54170,P,Y11,9.219232095
4671,LGA54200,P,Y11,10.60361853
2740,LGA54280,P,Y11,12.29250785
1886,LGA54310,P,Y11,12.11148215
317,LGA54340,P,Y11,9.844720497
97,LGA54410,P,Y11,9.887869521
41,LGA54480,P,Y11,9.785202864
133,LGA54550,P,Y11,8.675799087
75,LGA54620,P,Y11,10.77586207
32,LGA54690,P,Y11,9.968847352
45,LGA54760,P,Y11,7.438016529
3090,LGA54830,P,Y11,10.59198574
89,LGA54900,P,Y11,9.194214876
120,LGA54970,P,Y11,12.03610832
130,LGA55040,P,Y11,11.11111111
7423,LGA55110,P,Y11,11.6280527
821,LGA55180,P,Y11,11.42499304
70,LGA55250,P,Y11,8.111239861
4890,LGA55320,P,Y11,6.304308589
48,LGA55390,P,Y11,11.42857143
294,LGA55460,P,Y11,11.37330754
41,LGA55530,P,Y11,11.45251397
226,LGA55600,P,Y11,12.22282315
56,LGA55670,P,Y11,10.48689139
308,LGA55740,P,Y11,4.510837727
28,LGA55810,P,Y11,7.329842932
35,LGA55880,P,Y11,8.5995086
50,LGA55950,P,Y11,11.49425287
2884,LGA56090,P,Y11,9.562017174
7,LGA56160,P,Y11,5.555555556
1626,LGA56230,P,Y11,12.45690646
103,LGA56300,P,Y11,9.338168631
65,LGA56370,P,Y11,9.833585477
393,LGA56460,P,Y11,10.16291699
538,LGA56580,P,Y11,3.361449547
64,LGA56620,P,Y11,5.3736356
894,LGA56730,P,Y11,10.27704334
284,LGA56790,P,Y11,10.36874772
23,LGA56860,P,Y11,11.44278607
43,LGA56930,P,Y11,3.678357571
66,LGA57000,P,Y11,12.79069767
902,LGA57080,P,Y11,4.40386681
98,LGA57140,P,Y11,10.71038251
403,LGA57210,P,Y11,9.931000493
1283,LGA57280,P,Y11,11.97163385
77,LGA57350,P,Y11,9.221556886
151,LGA57420,P,Y11,10.66384181
11445,LGA57490,P,Y11,12.30102858
8,LGA57630,P,Y11,9.523809524
2393,LGA57700,P,Y11,12.21042964
95,LGA57770,P,Y11,12.40208877
1871,LGA57840,P,Y11,5.417535325
11355,LGA57910,P,Y11,6.73315821
599,LGA57980,P,Y11,3.731854713
10297,LGA58050,P,Y11,10.29638222
22,LGA58190,P,Y11,7.236842105
49,LGA58260,P,Y11,11.03603604
392,LGA58330,P,Y11,10.66086484
29,LGA58400,P,Y11,9.931506849
29,LGA58470,P,Y11,15.02590674
1739,LGA58510,P,Y11,5.878574809
83,LGA58540,P,Y11,11.4010989
1458,LGA58570,P,Y11,5.148123301
152,LGA58610,P,Y11,10.27027027
33,LGA58680,P,Y11,9.322033898
14207,LGA58760,P,Y11,10.31286295
398,LGA58820,P,Y11,12.18616044
67,LGA58890,P,Y11,10.41990669
34,LGA59030,P,Y11,13.22957198
60,LGA59100,P,Y11,10.56338028
76,LGA59170,P,Y11,9.908735332
75,LGA59250,P,Y11,11.41552511
117,LGA59310,P,Y11,11.29343629
30,LGA59320,P,Y11,9.404388715
34,LGA59330,P,Y11,7.780320366
544,LGA59340,P,Y11,10.14546811
36,LGA59350,P,Y11,11.65048544
111,LGA59360,P,Y11,10.71428571
280,LGA59370,P,Y11,9.612083762
487,LGA59499,P,Y11,8.803326103
44,LGA59799,P,Y11,10.18518519
442,LGA60210,P,Y11,8.65648257
1186,LGA60410,P,Y11,9.846409298
1394,LGA60610,P,Y11,9.464322086
1518,LGA60810,P,Y11,8.884986831
139,LGA61010,P,Y11,7.86199095
581,LGA61210,P,Y11,9.593791281
3707,LGA61410,P,Y11,8.597935753
739,LGA61510,P,Y11,9.397253306
1672,LGA61610,P,Y11,8.623446284
381,LGA61810,P,Y11,7.192750614
74,LGA62010,P,Y11,9.698558322
459,LGA62210,P,Y11,8.563432836
281,LGA62410,P,Y11,7.394736842
3081,LGA62610,P,Y11,8.488538682
2083,LGA62810,P,Y11,5.016255268
1179,LGA63010,P,Y11,9.196567863
445,LGA63210,P,Y11,9.002629982
130,LGA63410,P,Y11,9.885931559
2091,LGA63610,P,Y11,7.654293872
762,LGA63810,P,Y11,8.800092389
4068,LGA64010,P,Y11,7.890602269
1290,LGA64210,P,Y11,8.439646712
871,LGA64610,P,Y11,8.498390087
1072,LGA64810,P,Y11,9.479175878
441,LGA65010,P,Y11,9.361069837
117,LGA65210,P,Y11,5.835411471
999,LGA65410,P,Y11,9.216717409
317,LGA65610,P,Y11,9.623557984
1514,LGA65810,P,Y11,8.481317573
59,LGA69499,P,Y11,7.108433735
10,LGA69799,P,Y11,15.87301587
2175,LGA70200,P,Y11,11.59196291
453,LGA70420,P,Y11,9.463129309
10,LGA70540,P,Y11,7.8125
211,LGA70620,P,Y11,8.268025078
119,LGA70700,P,Y11,11.33333333
5869,LGA71000,P,Y11,9.488933081
752,LGA71300,P,Y11,12.69412559
728,LGA72200,P,Y11,10.01237794
2419,LGA72300,P,Y11,12.75171323
296,LGA72330,P,Y11,6.358754028
3242,LGA72800,P,Y11,13.50383206
611,LGA73600,P,Y11,13.8517343
392,LGA74050,P,Y11,22.20963173
199,LGA74550,P,Y11,9.95
51,LGA74560,P,Y11,13.31592689
582,LGA74660,P,Y11,13.25740319
167,LGA74680,P,Y11,8.283730159
500,LGA79399,P,Y11,9.393199324
172,LGA79499,P,Y11,7.533946562
6,LGA79799,P,Y11,8.571428571
11813,LGA89399,P,Y11,3.824177816
19,LGA89499,P,Y11,3.822937626
0,LGA89799,P,Y11,#DIV/0!
219,LGA99399,P,Y11,6.137892377
3,LGA99499,P,Y11,6.52173913
0,LGA99799,P,Y11,0
9899,LGA10050,P,Y10,24.97729108
4806,LGA10130,P,Y10,20.99790283
9527,LGA10250,P,Y10,28.59329512
414,LGA10300,P,Y10,24.08376963
8606,LGA10470,P,Y10,27.26351137
7647,LGA10550,P,Y10,28.36739993
2868,LGA10600,P,Y10,28.66280232
1748,LGA10650,P,Y10,25.70966319
48237,LGA10750,P,Y10,19.51619168
1559,LGA10800,P,Y10,34.33164501
1802,LGA10850,P,Y10,32.96743505
14412,LGA10900,P,Y10,24.0268076
657,LGA10950,P,Y10,31.95525292
5161,LGA11100,P,Y10,13.80204851
459,LGA11150,P,Y10,23.3706721
346,LGA11200,P,Y10,28.22185971
4749,LGA11250,P,Y10,33.27960757
2722,LGA11300,P,Y10,8.824482915
5128,LGA11350,P,Y10,20.26957587
3146,LGA11400,P,Y10,31.59586221
16194,LGA11450,P,Y10,28.64014997
29670,LGA11500,P,Y10,25.24590722
8430,LGA11520,P,Y10,11.80259013
42076,LGA11570,P,Y10,16.0264492
614,LGA11600,P,Y10,29.04446547
78496,LGA11650,P,Y10,30.6477747
366,LGA11700,P,Y10,25.22398346
15010,LGA11720,P,Y10,35.36757776
14088,LGA11730,P,Y10,34.59470078
1090,LGA11750,P,Y10,31.18741059
16907,LGA11800,P,Y10,29.60530924
1076,LGA12000,P,Y10,32.93541475
809,LGA12150,P,Y10,26.68205805
3398,LGA12350,P,Y10,34.25403226
23942,LGA12380,P,Y10,14.5578587
2559,LGA12700,P,Y10,36.54148222
1825,LGA12730,P,Y10,26.12367592
9331,LGA12750,P,Y10,30.23949185
24142,LGA12850,P,Y10,15.83206547
2692,LGA12870,P,Y10,27.42181929
2276,LGA12900,P,Y10,31.29382648
15977,LGA12930,P,Y10,13.65929143
1099,LGA12950,P,Y10,33.10240964
2235,LGA13010,P,Y10,31.59457167
7133,LGA13310,P,Y10,30.6216193
2356,LGA13340,P,Y10,30.63719116
5706,LGA13450,P,Y10,29.39721793
2975,LGA13510,P,Y10,33.79145843
3099,LGA13550,P,Y10,33.22255575
1261,LGA13660,P,Y10,30.42219542
16371,LGA13800,P,Y10,33.11420365
600,LGA13850,P,Y10,25.70694087
4604,LGA13910,P,Y10,32.35872927
15116,LGA14000,P,Y10,13.9283312
1130,LGA14100,P,Y10,10.80202657
13955,LGA14170,P,Y10,9.297940528
4073,LGA14200,P,Y10,32.31001111
1381,LGA14300,P,Y10,27.46072778
7546,LGA14350,P,Y10,32.78446366
4625,LGA14400,P,Y10,27.00572229
6697,LGA14500,P,Y10,7.620879183
2429,LGA14550,P,Y10,33.75486381
1402,LGA14600,P,Y10,29.88701769
50664,LGA14650,P,Y10,32.83707847
2144,LGA14700,P,Y10,7.656595957
2861,LGA14750,P,Y10,34.77996596
9936,LGA14850,P,Y10,29.37211777
5748,LGA14870,P,Y10,34.07231772
27652,LGA14900,P,Y10,18.49347592
2005,LGA14920,P,Y10,33.44453711
810,LGA14950,P,Y10,33.8770389
19427,LGA15050,P,Y10,33.69642516
25665,LGA15240,P,Y10,34.86287135
5860,LGA15270,P,Y10,31.74947175
2732,LGA15300,P,Y10,27.56533145
1613,LGA15350,P,Y10,7.192223659
2072,LGA15520,P,Y10,22.22698992
839,LGA15560,P,Y10,28.87130076
4127,LGA15650,P,Y10,34.63701217
5127,LGA15700,P,Y10,33.19305969
3058,LGA15750,P,Y10,30.90449722
1398,LGA15800,P,Y10,30.8882015
1532,LGA15850,P,Y10,31.50318733
30290,LGA15900,P,Y10,24.32267493
3625,LGA15950,P,Y10,6.253234432
30849,LGA15990,P,Y10,15.93226116
1363,LGA16100,P,Y10,32.57648184
8749,LGA16150,P,Y10,28.82606833
3602,LGA16200,P,Y10,32.38334982
20793,LGA16260,P,Y10,11.70599064
43396,LGA16350,P,Y10,29.34878908
19872,LGA16380,P,Y10,31.69125269
18346,LGA16400,P,Y10,33.47810219
8657,LGA16490,P,Y10,20.13208995
11485,LGA16550,P,Y10,9.882970484
6226,LGA16610,P,Y10,35.25481314
12079,LGA16650,P,Y10,13.58427333
10251,LGA16700,P,Y10,10.91507304
17981,LGA16900,P,Y10,34.40681209
25890,LGA16950,P,Y10,32.19668706
5938,LGA17000,P,Y10,34.45314766
4171,LGA17040,P,Y10,25.90361446
3559,LGA17080,P,Y10,31.3375011
2608,LGA17100,P,Y10,7.987504211
41069,LGA17150,P,Y10,24.30175862
10486,LGA17200,P,Y10,5.457166499
14305,LGA17310,P,Y10,31.49285604
1736,LGA17350,P,Y10,36.78745497
1695,LGA17400,P,Y10,31.38888889
19419,LGA17420,P,Y10,16.65851713
21994,LGA17550,P,Y10,30.08014442
3438,LGA17620,P,Y10,32.00223401
1848,LGA17640,P,Y10,30.16650343
1400,LGA17650,P,Y10,29.90813929
13184,LGA17750,P,Y10,27.77742663
726,LGA17850,P,Y10,29.29782082
1279,LGA17900,P,Y10,26.89234651
596,LGA17950,P,Y10,28.62632085
2331,LGA18020,P,Y10,31.50851582
3825,LGA18050,P,Y10,7.009602698
957,LGA18100,P,Y10,32.34200743
1220,LGA18200,P,Y10,23.02755757
11447,LGA18230,P,Y10,30.10625427
4034,LGA18250,P,Y10,7.036946586
10266,LGA18350,P,Y10,27.31045491
12439,LGA18400,P,Y10,34.53742781
41941,LGA18450,P,Y10,26.18791913
2511,LGA18500,P,Y10,5.709283554
2667,LGA18710,P,Y10,22.05043406
228,LGA19399,P,Y10,26.54249127
2136,LGA19499,P,Y10,18.63549119
87,LGA19799,P,Y10,23.57723577
1930,LGA20110,P,Y10,19.39698492
1625,LGA20260,P,Y10,17.17032967
13150,LGA20570,P,Y10,16.76312368
9807,LGA20660,P,Y10,10.26943255
5365,LGA20740,P,Y10,20.26822818
7564,LGA20830,P,Y10,20.22568052
5558,LGA20910,P,Y10,7.468522823
2194,LGA21010,P,Y10,19.55959704
6003,LGA21110,P,Y10,4.597322632
16337,LGA21180,P,Y10,10.81161569
936,LGA21270,P,Y10,18.93586891
6350,LGA21370,P,Y10,21.86488534
13043,LGA21450,P,Y10,18.97522441
31865,LGA21610,P,Y10,14.5726529
2418,LGA21670,P,Y10,22.85876347
3134,LGA21750,P,Y10,18.9171244
2349,LGA21830,P,Y10,18.80403458
8315,LGA21890,P,Y10,6.95926549
7778,LGA22110,P,Y10,21.29208869
18435,LGA22170,P,Y10,17.64418752
1911,LGA22250,P,Y10,22.60735833
7124,LGA22310,P,Y10,6.470951568
3323,LGA22410,P,Y10,21.19936204
3125,LGA22490,P,Y10,19.69868886
16038,LGA22620,P,Y10,18.81842182
12538,LGA22670,P,Y10,10.53569178
28309,LGA22750,P,Y10,15.50031484
8748,LGA22830,P,Y10,18.05274671
2076,LGA22910,P,Y10,16.50238474
929,LGA22980,P,Y10,20.05180229
7925,LGA23110,P,Y10,11.39091314
2698,LGA23190,P,Y10,17.75700935
19365,LGA23270,P,Y10,13.32521366
2610,LGA23350,P,Y10,20.88668374
13504,LGA23430,P,Y10,11.29994561
16946,LGA23670,P,Y10,14.02884249
11363,LGA23810,P,Y10,19.75727227
1236,LGA23940,P,Y10,20.39940584
5166,LGA24130,P,Y10,14.84440102
8155,LGA24210,P,Y10,8.808122266
1182,LGA24250,P,Y10,17.64969389
4593,LGA24330,P,Y10,6.850929268
11483,LGA24410,P,Y10,13.42271681
3511,LGA24600,P,Y10,2.796673623
14245,LGA24650,P,Y10,14.70998255
8513,LGA24780,P,Y10,20.46394231
5951,LGA24850,P,Y10,19.35977097
5123,LGA24900,P,Y10,22.28747934
10836,LGA24970,P,Y10,7.362563444
8009,LGA25060,P,Y10,8.597406501
4604,LGA25150,P,Y10,19.08314681
9796,LGA25250,P,Y10,7.395440133
21528,LGA25340,P,Y10,17.54208699
2344,LGA25430,P,Y10,15.26041667
2215,LGA25490,P,Y10,17.66488556
2266,LGA25620,P,Y10,20.3046595
5569,LGA25710,P,Y10,12.04186217
1812,LGA25810,P,Y10,19.46503384
4803,LGA25900,P,Y10,5.494291793
1164,LGA25990,P,Y10,19.74554707
299,LGA26080,P,Y10,12.32989691
4491,LGA26170,P,Y10,19.88487934
2406,LGA26260,P,Y10,19.14538076
3833,LGA26350,P,Y10,4.34157171
1731,LGA26430,P,Y10,20.46583117
2796,LGA26490,P,Y10,12.58495747
2932,LGA26610,P,Y10,18.47511027
1122,LGA26670,P,Y10,23.38474364
4451,LGA26700,P,Y10,20.05225931
4364,LGA26730,P,Y10,16.63870673
6812,LGA26810,P,Y10,20.15026918
660,LGA26890,P,Y10,21.3454075
10117,LGA26980,P,Y10,7.873825775
17911,LGA27070,P,Y10,12.06014248
6739,LGA27170,P,Y10,22.66733939
19133,LGA27260,P,Y10,12.30402181
3131,LGA27350,P,Y10,4.1453727
20132,LGA27450,P,Y10,17.48920607
1066,LGA27630,P,Y10,19.8695247
56,LGA29399,P,Y10,7.598371777
751,LGA29499,P,Y10,11.12757446
10,LGA29799,P,Y10,33.33333333
301,LGA30250,P,Y10,34.28246014
893,LGA30300,P,Y10,26.78464307
3039,LGA30370,P,Y10,28.13888889
645,LGA30410,P,Y10,28.84615385
63,LGA30450,P,Y10,27.87610619
460,LGA30760,P,Y10,29.87012987
88,LGA30900,P,Y10,25.58139535
117949,LGA31000,P,Y10,13.12504451
76,LGA31750,P,Y10,26.29757785
22760,LGA31820,P,Y10,30.90585663
4209,LGA31900,P,Y10,31.18470771
51,LGA31950,P,Y10,18.54545455
25277,LGA32080,P,Y10,21.11889982
463,LGA32250,P,Y10,30.5408971
6227,LGA32260,P,Y10,27.48256686
